Teff,logg,Mbol,BC,U,B,V,R,I,J,H,Ks,Y,J,H,K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,u,g,r,i,z,g,r,i,z,y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age,logL,mass,spectral_type
3750.0,8.039,16.179,-0.36,19.119,18.063,16.538,15.769,15.086,14.718,15.042,15.223,14.838,14.678,14.997,15.195,14.383,14.175,13.697,13.377,14.306,14.185,14.07,13.889,19.99,17.338,16.059,15.627,15.416,17.111,16.048,15.619,15.428,15.389,16.047,16.783,15.238,16.066,16.791,15.248,44.017,26.885,10500000000.0,-4.551599999999999,0.6,DA
4000.0,8.038,15.897,-0.395,18.606,17.694,16.292,15.569,14.904,14.375,14.526,14.633,14.568,14.333,14.49,14.605,14.025,13.843,13.425,13.204,13.965,13.853,13.741,13.579,19.473,17.025,15.853,15.44,15.231,16.817,15.842,15.432,15.25,15.183,15.836,16.532,15.05,15.856,16.541,15.062,41.879,25.939,9886000000.0,-4.4388000000000005,0.6,DA
4250.0,8.037,15.632,-0.399,18.053,17.301,16.031,15.359,14.725,14.125,14.079,14.105,14.369,14.082,14.049,14.076,13.681,13.518,13.206,13.097,13.634,13.527,13.426,13.301,18.915,16.691,15.632,15.252,15.059,16.504,15.623,15.245,15.078,15.007,15.617,16.262,14.864,15.638,16.272,14.876,38.643,24.931,9254000000.0,-4.332800000000001,0.6,DA
4500.0,8.036,15.381,-0.366,17.462,16.883,15.747,15.131,14.536,13.939,13.73,13.713,14.196,13.895,13.707,13.683,13.404,13.267,13.068,13.022,13.368,13.275,13.196,13.116,18.317,16.333,15.391,15.051,14.882,16.167,15.382,15.045,14.899,14.836,15.379,15.965,14.667,15.4,15.977,14.679,34.612,23.801,8517000000.0,-4.2324,0.6,DA
4750.0,8.035,15.143,-0.311,16.863,16.459,15.454,14.892,14.34,13.781,13.486,13.425,14.03,13.738,13.468,13.394,13.198,13.094,12.977,12.954,13.171,13.1,13.047,13.002,17.711,15.967,15.138,14.842,14.7,15.822,15.132,14.836,14.714,14.664,15.13,15.655,14.461,15.15,15.669,14.475,30.802,22.77,7619000000.0,-4.1372,0.6,DA
5000.0,8.033,14.914,-0.248,16.295,16.049,15.163,14.652,14.143,13.633,13.314,13.226,13.867,13.591,13.298,13.195,13.053,12.98,12.906,12.894,13.035,12.984,12.949,12.921,17.137,15.609,14.886,14.631,14.519,15.482,14.88,14.626,14.528,14.493,14.878,15.345,14.255,14.898,15.36,14.269,29.082,21.777,6390000000.0,-4.0456,0.6,DA
5250.0,8.029,14.693,-0.192,15.762,15.667,14.885,14.422,13.954,13.494,13.18,13.091,13.71,13.453,13.164,13.059,12.95,12.895,12.842,12.836,12.936,12.897,12.872,12.852,16.599,15.271,14.644,14.429,14.344,15.162,14.64,14.425,14.35,14.329,14.634,15.047,14.057,14.654,15.065,14.072,27.955,20.911,4688000000.0,-3.9572000000000003,0.6,DA
5500.0,8.025,14.482,-0.149,15.27,15.319,14.631,14.211,13.779,13.364,13.066,12.986,13.565,13.324,13.049,12.955,12.866,12.822,12.785,12.784,12.855,12.824,12.806,12.791,16.102,14.963,14.423,14.243,14.182,14.869,14.419,14.24,14.185,14.177,14.408,14.772,13.874,14.427,14.792,13.889,27.014,20.128,3367000000.0,-3.8727999999999994,0.6,DA
6000.0,8.02,14.091,-0.111,14.43,14.74,14.201,13.853,13.485,13.146,12.88,12.824,13.321,13.107,12.862,12.795,12.736,12.71,12.697,12.699,12.729,12.711,12.702,12.697,15.257,14.446,14.049,13.929,13.91,14.375,14.046,13.927,13.907,13.92,14.02,14.3,13.565,14.039,14.326,13.582,25.569,18.604,2418000000.0,-3.7164,0.6,DA
6500.0,8.016,13.734,-0.114,13.806,14.283,13.848,13.558,13.243,12.965,12.729,12.697,13.12,12.928,12.71,12.669,12.636,12.625,12.629,12.622,12.633,12.625,12.624,12.627,14.634,14.029,13.741,13.67,13.687,13.975,13.739,13.67,13.679,13.71,13.699,13.913,13.311,13.717,13.945,13.328,24.198,17.215,1950000000.0,-3.5736000000000003,0.6,DA
7000.0,8.014,13.405,-0.138,13.334,13.905,13.543,13.301,13.031,12.809,12.605,12.592,12.943,12.774,12.585,12.564,12.551,12.551,12.559,12.545,12.55,12.55,12.555,12.559,14.163,13.677,13.473,13.444,13.49,13.635,13.472,13.444,13.478,13.525,13.419,13.583,13.088,13.436,13.619,13.106,22.881,16.142,1599000000.0,-3.442,0.6,DA
7500.0,8.011,13.1,-0.171,12.956,13.58,13.27,13.067,12.836,12.669,12.497,12.499,12.782,12.635,12.476,12.471,12.472,12.478,12.486,12.471,12.472,12.478,12.484,12.488,13.787,13.37,13.231,13.236,13.31,13.336,13.23,13.238,13.294,13.355,13.166,13.293,12.883,13.183,13.331,12.902,21.502,15.34,1334000000.0,-3.3200000000000003,0.6,DA
8000.0,8.009,12.813,-0.207,12.641,13.291,13.02,12.851,12.655,12.54,12.399,12.413,12.632,12.508,12.377,12.385,12.395,12.405,12.414,12.402,12.396,12.405,12.412,12.416,13.473,13.093,13.007,13.044,13.142,13.065,13.007,13.046,13.124,13.198,12.934,13.031,12.694,12.951,13.071,12.713,20.064,14.717,1128000000.0,-3.2052000000000005,0.6,DA
8500.0,8.007,12.544,-0.243,12.37,13.029,12.787,12.649,12.487,12.42,12.309,12.332,12.493,12.391,12.286,12.304,12.32,12.334,12.345,12.335,12.322,12.334,12.341,12.346,13.204,12.841,12.799,12.864,12.987,12.816,12.799,12.867,12.965,13.053,12.719,12.791,12.518,12.736,12.833,12.538,18.768,14.213,963700000.0,-3.0976000000000004,0.6,DA
9000.0,8.004,12.29,-0.278,12.131,12.79,12.568,12.46,12.329,12.309,12.225,12.256,12.363,12.282,12.201,12.227,12.247,12.265,12.279,12.272,12.25,12.265,12.273,12.279,12.967,12.607,12.604,12.696,12.843,12.585,12.604,12.7,12.818,12.918,12.518,12.569,12.353,12.535,12.612,12.374,17.695,13.791,831500000.0,-2.9959999999999996,0.6,DA
9500.0,8.002,12.05,-0.312,11.916,12.568,12.362,12.283,12.183,12.205,12.147,12.184,12.243,12.181,12.122,12.155,12.177,12.197,12.216,12.211,12.18,12.198,12.206,12.214,12.753,12.389,12.422,12.539,12.709,12.369,12.422,12.543,12.681,12.794,12.33,12.362,12.2,12.347,12.405,12.221,16.8,13.423,723000000.0,-2.9000000000000004,0.6,DA
10000.0,8.0,11.821,-0.349,11.719,12.364,12.17,12.12,12.049,12.11,12.074,12.117,12.133,12.088,12.048,12.087,12.109,12.131,12.154,12.153,12.113,12.133,12.141,12.15,12.558,12.188,12.253,12.394,12.587,12.169,12.253,12.4,12.556,12.681,12.155,12.171,12.06,12.173,12.215,12.081,15.998,13.096,632800000.0,-2.8084,0.6,DA
10500.0,7.997,11.604,-0.394,11.541,12.181,11.998,11.974,11.93,12.025,12.008,12.056,12.036,12.005,11.982,12.026,12.047,12.069,12.093,12.097,12.051,12.071,12.079,12.088,12.382,12.007,12.103,12.267,12.48,11.989,12.103,12.272,12.446,12.581,11.999,12.0,11.935,12.016,12.043,11.957,15.139,12.802,556700000.0,-2.7215999999999996,0.6,DA
11000.0,7.995,11.396,-0.457,11.384,12.024,11.853,11.852,11.832,11.953,11.952,12.002,11.954,11.934,11.925,11.972,11.993,12.015,12.04,12.047,11.996,12.017,12.023,12.033,12.226,11.853,11.977,12.16,12.39,11.836,11.977,12.167,12.355,12.498,11.866,11.853,11.831,11.884,11.897,11.853,14.261,12.545,491700000.0,-2.6384000000000003,0.6,DA
11500.0,7.993,11.197,-0.536,11.246,11.891,11.733,11.751,11.751,11.893,11.903,11.955,11.887,11.875,11.876,11.926,11.947,11.969,11.996,12.006,11.95,11.971,11.978,11.988,12.089,11.724,11.872,12.073,12.316,11.708,11.872,12.08,12.28,12.429,11.755,11.73,11.746,11.773,11.775,11.768,13.541,12.318,435800000.0,-2.5587999999999997,0.6,DA
12000.0,7.99,11.006,-0.628,11.13,11.779,11.634,11.669,11.686,11.843,11.861,11.916,11.832,11.826,11.834,11.886,11.908,11.93,11.958,11.97,11.912,11.932,11.939,11.95,11.973,11.616,11.787,12.003,12.256,11.602,11.787,12.01,12.219,12.372,11.664,11.628,11.676,11.681,11.673,11.699,12.957,12.116,387400000.0,-2.4824,0.6,DA
12500.0,7.988,10.824,-0.737,11.041,11.694,11.561,11.608,11.637,11.805,11.829,11.884,11.791,11.788,11.801,11.854,11.876,11.898,11.926,11.939,11.88,11.9,11.907,11.918,11.884,11.534,11.724,11.951,12.212,11.522,11.724,11.958,12.173,12.33,11.595,11.551,11.625,11.613,11.597,11.648,12.428,11.952,345000000.0,-2.4096,0.6,DA
13000.0,7.986,10.648,-0.849,10.959,11.618,11.497,11.555,11.594,11.77,11.798,11.853,11.752,11.753,11.77,11.823,11.846,11.867,11.897,11.91,11.849,11.869,11.876,11.888,11.802,11.461,11.668,11.905,12.171,11.45,11.668,11.913,12.132,12.29,11.534,11.482,11.579,11.551,11.528,11.601,12.035,11.802,307600000.0,-2.3392,0.6,DA
13500.0,7.984,10.479,-0.95,10.867,11.535,11.429,11.497,11.546,11.732,11.764,11.819,11.71,11.714,11.736,11.79,11.814,11.835,11.866,11.881,11.817,11.837,11.845,11.857,11.71,11.382,11.608,11.855,12.126,11.374,11.608,11.863,12.086,12.247,11.468,11.408,11.528,11.485,11.455,11.551,11.752,11.651,274500000.0,-2.2716,0.6,DA
14000.0,7.982,10.316,-1.045,10.766,11.449,11.361,11.436,11.495,11.69,11.726,11.783,11.665,11.672,11.699,11.754,11.78,11.803,11.835,11.85,11.784,11.804,11.813,11.825,11.61,11.302,11.545,11.801,12.077,11.296,11.545,11.809,12.037,12.2,11.399,11.33,11.473,11.416,11.379,11.496,11.526,11.505,245100000.0,-2.2064000000000004,0.6,DA
14500.0,7.98,10.158,-1.137,10.664,11.365,11.295,11.376,11.443,11.647,11.688,11.747,11.618,11.63,11.661,11.718,11.746,11.769,11.803,11.819,11.75,11.771,11.78,11.793,11.508,11.224,11.483,11.747,12.027,11.222,11.483,11.755,11.987,12.152,11.331,11.255,11.418,11.348,11.304,11.441,11.328,11.365,218900000.0,-2.1431999999999998,0.6,DA
15000.0,7.978,10.006,-1.226,10.563,11.285,11.232,11.317,11.391,11.605,11.65,11.711,11.572,11.587,11.622,11.682,11.712,11.736,11.771,11.788,11.716,11.738,11.747,11.761,11.407,11.15,11.423,11.693,11.978,11.15,11.424,11.702,11.937,12.104,11.266,11.182,11.364,11.282,11.232,11.387,11.149,11.232,195400000.0,-2.0824000000000003,0.6,DA
15500.0,7.976,9.858,-1.314,10.464,11.208,11.172,11.261,11.341,11.563,11.612,11.675,11.526,11.545,11.584,11.646,11.679,11.704,11.74,11.757,11.683,11.705,11.715,11.729,11.308,11.079,11.365,11.642,11.929,11.082,11.366,11.65,11.888,12.057,11.203,11.112,11.311,11.219,11.163,11.334,10.983,11.104,174300000.0,-2.0232,0.6,DA
16000.0,7.974,9.715,-1.399,10.368,11.135,11.114,11.206,11.292,11.522,11.575,11.639,11.482,11.504,11.547,11.611,11.646,11.671,11.709,11.727,11.65,11.672,11.683,11.698,11.212,11.011,11.309,11.591,11.882,11.017,11.31,11.599,11.84,12.01,11.142,11.044,11.259,11.158,11.097,11.283,10.826,10.98,155500000.0,-1.966,0.6,DA
16500.0,7.972,9.576,-1.481,10.275,11.064,11.057,11.152,11.244,11.481,11.538,11.603,11.438,11.464,11.51,11.576,11.613,11.639,11.679,11.698,11.617,11.64,11.652,11.667,11.119,10.945,11.254,11.541,11.835,10.954,11.256,11.55,11.793,11.965,11.082,10.978,11.208,11.098,11.032,11.233,10.677,10.861,138600000.0,-1.9104000000000003,0.6,DA
17000.0,7.97,9.442,-1.561,10.186,10.995,11.003,11.1,11.196,11.442,11.501,11.569,11.396,11.424,11.473,11.541,11.581,11.608,11.649,11.67,11.585,11.609,11.621,11.637,11.03,10.882,11.201,11.493,11.789,10.893,11.203,11.502,11.747,11.921,11.025,10.915,11.159,11.041,10.97,11.184,10.535,10.746,123400000.0,-1.8568000000000002,0.6,DA
20000.0,7.957,8.704,-1.995,9.701,10.626,10.699,10.811,10.93,11.216,11.291,11.368,11.154,11.198,11.262,11.342,11.393,11.426,11.479,11.509,11.399,11.426,11.443,11.462,10.544,10.537,10.906,11.221,11.531,10.559,10.908,11.23,11.486,11.67,10.707,10.566,10.883,10.722,10.627,10.908,9.787,10.13,58660000.0,-1.5616000000000003,0.6,DA
25000.0,7.935,7.679,-2.574,9.036,10.101,10.253,10.384,10.534,10.872,10.967,11.06,10.79,10.854,10.938,11.034,11.105,11.149,11.224,11.264,11.113,11.148,11.172,11.2,9.879,10.043,10.473,10.816,11.145,10.078,10.476,10.826,11.097,11.293,10.244,10.062,10.475,10.256,10.132,10.501,8.807,9.302,18180000.0,-1.1516000000000002,0.6,DA
30000.0,7.912,6.832,-2.997,8.443,9.612,9.829,9.972,10.145,10.524,10.636,10.741,10.426,10.507,10.606,10.717,10.802,10.852,10.927,10.954,10.812,10.85,10.878,10.906,9.286,9.58,10.056,10.421,10.764,9.626,10.06,10.431,10.714,10.92,9.802,9.588,10.076,9.813,9.665,10.103,8.056,8.608,8900000.0,-0.8128,0.6,DA
35000.0,7.889,6.105,-3.372,7.986,9.218,9.477,9.625,9.808,10.207,10.325,10.43,10.101,10.188,10.295,10.406,10.49,10.531,10.57,10.553,10.499,10.528,10.549,10.565,8.828,9.202,9.706,10.081,10.429,9.256,9.711,10.092,10.379,10.588,9.436,9.201,9.734,9.446,9.284,9.76,7.543,8.11,5466000.0,-0.5220000000000002,0.6,DA
40000.0,7.865,5.465,-3.767,7.689,8.95,9.232,9.382,9.57,9.978,10.098,10.202,9.869,9.958,10.068,10.179,10.26,10.296,10.324,10.292,10.268,10.293,10.312,10.324,8.531,8.942,9.462,9.843,10.193,9.0,9.467,9.853,10.142,10.353,9.183,8.938,9.493,9.192,9.023,9.52,7.2,7.786,3732000.0,-0.266,0.6,DA
45000.0,7.84,4.891,-4.145,7.46,8.739,9.035,9.187,9.379,9.791,9.912,10.015,9.68,9.771,9.882,9.992,10.071,10.105,10.124,10.082,10.079,10.102,10.12,10.128,8.303,8.737,9.266,9.651,10.003,8.797,9.271,9.661,9.951,10.163,8.981,8.73,9.3,8.99,8.817,9.327,6.933,7.537,2690000.0,-0.03640000000000008,0.6,DA
50000.0,7.814,4.367,-4.495,7.265,8.557,8.863,9.016,9.21,9.625,9.747,9.849,9.513,9.605,9.717,9.827,9.904,9.936,9.949,9.899,9.912,9.932,9.949,9.955,8.108,8.558,9.094,9.481,9.834,8.62,9.099,9.492,9.783,9.996,8.805,8.55,9.13,8.814,8.637,9.157,6.706,7.326,2005000.0,0.17319999999999994,0.6,DA
55000.0,7.786,3.883,-4.819,7.086,8.387,8.701,8.856,9.051,9.469,9.591,9.693,9.356,9.448,9.562,9.67,9.746,9.776,9.784,9.73,9.754,9.773,9.789,9.792,7.929,8.391,8.933,9.322,9.676,8.455,8.939,9.333,9.625,9.838,8.641,8.382,8.97,8.65,8.47,8.998,6.501,7.134,1515000.0,0.3667999999999999,0.6,DA
60000.0,7.755,3.428,-5.116,6.915,8.224,8.544,8.699,8.897,9.316,9.438,9.54,9.202,9.295,9.409,9.517,9.592,9.621,9.624,9.568,9.599,9.617,9.632,9.634,7.758,8.23,8.777,9.167,9.522,8.295,8.782,9.178,9.47,9.684,8.482,8.22,8.815,8.49,8.309,8.842,6.307,6.952,1145000.0,0.5488,0.6,DA
65000.0,7.722,2.997,-5.391,6.748,8.062,8.388,8.544,8.742,9.163,9.286,9.387,9.049,9.142,9.256,9.364,9.438,9.465,9.466,9.409,9.445,9.462,9.476,9.477,7.591,8.07,8.621,9.013,9.368,8.136,8.626,9.023,9.316,9.53,8.324,8.059,8.66,8.332,8.149,8.687,6.12,6.775,862700.0,0.7212,0.6,DA
70000.0,7.685,2.583,-5.646,6.579,7.899,8.229,8.386,8.585,9.007,9.13,9.231,8.893,8.986,9.1,9.208,9.281,9.308,9.306,9.248,9.288,9.305,9.318,9.318,7.422,7.909,8.462,8.855,9.211,7.975,8.468,8.866,9.159,9.373,8.163,7.897,8.502,8.172,7.987,8.53,5.934,6.599,641400.0,0.8867999999999998,0.6,DA
75000.0,7.644,2.182,-5.883,6.407,7.731,8.065,8.222,8.423,8.845,8.968,9.069,8.731,8.824,8.939,9.046,9.119,9.144,9.141,9.084,9.126,9.141,9.154,9.153,7.25,7.742,8.299,8.693,9.048,7.809,8.304,8.703,8.996,9.211,7.998,7.73,8.339,8.006,7.82,8.366,5.746,6.419,462500.0,1.0472,0.6,DA
80000.0,7.599,1.788,-6.104,6.227,7.555,7.892,8.05,8.251,8.674,8.798,8.898,8.56,8.653,8.768,8.876,8.947,8.972,8.967,8.912,8.954,8.969,8.981,8.98,7.07,7.567,8.126,8.521,8.877,7.635,8.132,8.532,8.825,9.04,7.824,7.554,8.167,7.832,7.645,8.194,5.552,6.232,316500.0,1.2047999999999999,0.6,DA
85000.0,7.548,1.399,-6.311,6.038,7.369,7.71,7.867,8.07,8.494,8.617,8.717,8.379,8.472,8.588,8.695,8.766,8.79,8.785,8.731,8.773,8.787,8.799,8.797,6.881,7.382,7.944,8.339,8.696,7.45,7.949,8.35,8.644,8.858,7.64,7.369,7.985,7.648,7.46,8.013,5.35,6.037,197700.0,1.3603999999999998,0.6,DA
90000.0,7.493,1.012,-6.504,5.839,7.173,7.517,7.675,7.878,8.302,8.426,8.526,8.187,8.281,8.397,8.503,8.574,8.598,8.593,8.542,8.581,8.595,8.606,8.605,6.682,7.187,7.751,8.147,8.504,7.256,7.756,8.158,8.452,8.667,7.446,7.174,7.793,7.454,7.265,7.82,5.139,5.833,102900.0,1.5151999999999999,0.6,DA
100000.0,7.373,0.255,-6.858,5.426,6.765,7.113,7.272,7.476,7.902,8.026,8.126,7.786,7.881,7.997,8.104,8.174,8.197,8.193,8.147,8.18,8.195,8.205,8.204,6.269,6.781,7.348,7.745,8.103,6.85,7.354,7.756,8.051,8.266,7.041,6.767,7.391,7.049,6.859,7.418,4.705,5.41,0.0,1.818,0.6,DA
110000.0,7.227,-0.524,-7.172,4.953,6.297,6.648,6.808,7.013,7.441,7.565,7.665,7.324,7.419,7.536,7.643,7.713,7.737,7.735,7.696,7.72,7.734,7.745,7.745,5.796,6.313,6.884,7.282,7.64,6.384,6.889,7.293,7.588,7.803,6.575,6.299,6.928,6.583,6.391,6.955,4.215,4.929,0.0,2.1296,0.6,DA
120000.0,7.068,-1.301,-7.453,4.45,5.798,6.153,6.314,6.52,6.949,7.074,7.175,6.832,6.927,7.045,7.153,7.224,7.248,7.25,7.218,7.23,7.245,7.256,7.258,5.294,5.816,6.389,6.788,7.147,5.887,6.395,6.799,7.095,7.311,6.079,5.801,6.434,6.086,5.894,6.461,3.697,4.419,0.0,2.4404,0.6,DA
130000.0,6.898,-2.073,-7.708,3.927,5.278,5.635,5.797,6.005,6.436,6.563,6.665,6.318,6.415,6.533,6.642,6.715,6.74,6.747,6.722,6.721,6.737,6.749,6.752,4.77,5.297,5.872,6.273,6.633,5.368,5.878,6.284,6.58,6.797,5.56,5.281,5.918,5.568,5.374,5.946,3.159,3.888,0.0,2.7491999999999996,0.6,DA
140000.0,6.721,-2.837,-7.941,3.39,4.745,5.104,5.267,5.477,5.911,6.039,6.142,5.792,5.89,6.009,6.12,6.194,6.221,6.233,6.215,6.201,6.218,6.231,6.236,4.234,4.764,5.342,5.744,6.105,4.836,5.348,5.755,6.053,6.27,5.029,4.748,5.39,5.036,4.842,5.417,2.61,3.345,0.0,3.0548,0.6,DA
150000.0,6.538,-3.593,-8.157,2.846,4.203,4.564,4.729,4.94,5.378,5.508,5.613,5.257,5.357,5.478,5.59,5.666,5.694,5.713,5.7,5.673,5.692,5.706,5.713,3.689,4.222,4.804,5.207,5.57,4.294,4.809,5.218,5.517,5.735,4.489,4.207,4.853,4.496,4.3,4.88,2.053,2.794,0.0,3.3572,0.6,DA
3250.0,8.053,16.835,-1.028,19.936,19.299,17.863,16.942,16.057,15.073,14.646,14.71,15.467,15.024,14.631,14.701,15.092,15.24,15.148,14.67,15.13,15.23,15.308,15.301,20.779,18.648,17.302,16.673,16.294,18.436,17.282,16.659,16.341,16.17,17.155,18.059,16.246,17.18,18.067,16.254,34.595,25.634,9485000000.0,-4.814,0.6,DB
3500.0,8.053,16.513,-0.811,19.108,18.623,17.325,16.496,15.691,14.824,14.456,14.538,15.174,14.777,14.439,14.527,14.855,15.008,14.898,14.443,14.891,14.998,15.065,15.043,19.951,18.03,16.826,16.278,15.959,17.839,16.81,16.266,15.997,15.858,16.721,17.521,15.866,16.744,17.531,15.875,32.697,24.43,9034000000.0,-4.6852,0.6,DB
3750.0,8.053,16.213,-0.636,18.371,18.022,16.849,16.102,15.371,14.607,14.284,14.36,14.918,14.562,14.266,14.347,14.648,14.785,14.655,14.221,14.681,14.777,14.828,14.794,19.212,17.48,16.406,15.932,15.667,17.309,16.393,15.922,15.697,15.586,16.333,17.042,15.531,16.355,17.053,15.541,31.008,23.354,8578000000.0,-4.5652,0.6,DB
4000.0,8.052,15.932,-0.501,17.725,17.497,16.433,15.757,15.089,14.413,14.121,14.176,14.692,14.369,14.102,14.161,14.443,14.584,14.485,14.046,14.475,14.575,14.638,14.618,18.565,17.0,16.039,15.629,15.409,16.846,16.029,15.62,15.433,15.345,15.988,16.619,15.236,16.009,16.632,15.247,29.514,22.406,8109000000.0,-4.452800000000001,0.6,DB
4250.0,8.052,15.668,-0.386,17.132,17.016,16.054,15.443,14.835,14.24,13.977,14.02,14.489,14.197,13.958,14.003,14.26,14.373,14.235,13.822,14.289,14.367,14.402,14.364,17.969,16.559,15.706,15.355,15.178,16.421,15.698,15.348,15.195,15.13,15.671,16.23,14.97,15.692,16.245,14.982,28.128,21.526,7652000000.0,-4.347199999999999,0.6,DB
4500.0,8.052,15.419,-0.298,16.618,16.595,15.717,15.159,14.603,14.081,13.845,13.881,14.304,14.04,13.826,13.863,14.089,14.199,14.06,13.651,14.116,14.193,14.226,14.186,17.454,16.172,15.407,15.106,14.966,16.047,15.4,15.1,14.978,14.933,15.383,15.882,14.727,15.403,15.9,14.74,26.931,20.768,7207000000.0,-4.2476,0.6,DB
4750.0,8.051,15.184,-0.228,16.142,16.208,15.411,14.904,14.398,13.941,13.724,13.741,14.14,13.901,13.704,13.72,13.926,14.021,13.864,13.472,13.952,14.017,14.036,13.988,16.976,15.816,15.138,14.884,14.778,15.705,15.132,14.879,14.786,14.759,15.12,15.564,14.51,15.14,15.583,14.524,25.804,20.056,6740000000.0,-4.1536,0.6,DB
5000.0,8.051,14.96,-0.178,15.718,15.863,15.138,14.675,14.211,13.809,13.608,13.603,13.988,13.77,13.588,13.58,13.753,13.837,13.676,13.304,13.776,13.833,13.848,13.799,16.55,15.499,14.896,14.683,14.607,15.398,14.892,14.68,14.61,14.598,14.881,15.277,14.313,14.9,15.298,14.327,24.789,19.418,6201000000.0,-4.064,0.6,DB
5250.0,8.05,14.746,-0.143,15.338,15.552,14.889,14.463,14.037,13.684,13.496,13.471,13.846,13.646,13.476,13.447,13.577,13.646,13.478,13.148,13.596,13.643,13.65,13.598,16.17,15.212,14.674,14.497,14.446,15.121,14.671,14.494,14.446,14.448,14.66,15.014,14.129,14.679,15.038,14.145,23.885,18.85,5467000000.0,-3.9784000000000006,0.6,DB
5500.0,8.049,14.541,-0.119,14.99,15.266,14.659,14.268,13.876,13.568,13.391,13.35,13.714,13.531,13.371,13.323,13.407,13.456,13.288,13.021,13.421,13.454,13.454,13.398,15.821,14.947,14.47,14.326,14.298,14.866,14.467,14.323,14.295,14.309,14.455,14.772,13.96,14.473,14.797,13.977,23.056,18.328,4600000000.0,-3.8964,0.6,DB
5750.0,8.048,14.344,-0.103,14.669,15.002,14.447,14.087,13.727,13.46,13.295,13.241,13.591,13.424,13.274,13.214,13.248,13.274,13.113,12.919,13.256,13.273,13.263,13.207,15.5,14.703,14.281,14.166,14.16,14.629,14.279,14.165,14.154,14.18,14.263,14.546,13.803,14.282,14.573,13.82,22.288,17.846,3693000000.0,-3.8176,0.6,DB
6000.0,8.046,14.156,-0.095,14.372,14.758,14.251,13.92,13.589,13.358,13.204,13.144,13.477,13.323,13.184,13.115,13.108,13.112,12.974,12.844,13.11,13.112,13.097,13.046,15.202,14.477,14.106,14.019,14.032,14.411,14.105,14.018,14.024,14.059,14.085,14.337,13.657,14.103,14.365,13.675,21.572,17.398,2881000000.0,-3.742400000000001,0.6,DB
6250.0,8.045,13.975,-0.093,14.1,14.533,14.068,13.762,13.458,13.261,13.12,13.058,13.367,13.226,13.099,13.028,12.994,12.981,12.869,12.788,12.992,12.982,12.963,12.921,14.93,14.267,13.942,13.879,13.911,14.208,13.941,13.879,13.9,13.945,13.917,14.141,13.519,13.935,14.172,13.537,20.923,16.992,2344000000.0,-3.6700000000000004,0.6,DB
6500.0,8.044,13.802,-0.096,13.847,14.324,13.898,13.616,13.336,13.172,13.043,12.983,13.266,13.138,13.022,12.953,12.903,12.878,12.787,12.74,12.897,12.879,12.859,12.823,14.677,14.072,13.79,13.75,13.798,14.019,13.789,13.751,13.785,13.839,13.76,13.958,13.391,13.778,13.991,13.41,20.323,16.615,2085000000.0,-3.6007999999999996,0.6,DB
6750.0,8.043,13.636,-0.104,13.613,14.129,13.74,13.48,13.223,13.087,12.969,12.914,13.171,13.053,12.948,12.884,12.827,12.797,12.727,12.7,12.82,12.798,12.779,12.751,14.443,13.891,13.648,13.629,13.693,13.844,13.648,13.63,13.677,13.739,13.613,13.788,13.272,13.631,13.822,13.291,19.765,16.267,1890000000.0,-3.5343999999999993,0.6,DB
7000.0,8.042,13.476,-0.116,13.396,13.949,13.592,13.351,13.115,13.006,12.9,12.851,13.081,12.973,12.878,12.821,12.763,12.732,12.68,12.669,12.756,12.733,12.716,12.695,14.226,13.722,13.514,13.515,13.592,13.68,13.515,13.517,13.575,13.644,13.475,13.629,13.158,13.492,13.664,13.178,19.252,15.946,1724000000.0,-3.4704000000000006,0.6,DB
7500.0,8.041,13.173,-0.149,13.005,13.62,13.321,13.115,12.916,12.855,12.771,12.734,12.912,12.823,12.748,12.705,12.654,12.626,12.595,12.602,12.648,12.627,12.614,12.6,13.835,13.415,13.269,13.305,13.406,13.382,13.271,13.307,13.386,13.468,13.219,13.337,12.949,13.236,13.375,12.969,18.337,15.37,1449000000.0,-3.3492000000000006,0.6,DB
8000.0,8.039,12.889,-0.192,12.661,13.33,13.081,12.903,12.736,12.717,12.651,12.627,12.758,12.685,12.627,12.599,12.56,12.54,12.542,12.578,12.555,12.54,12.533,12.532,13.491,13.142,13.051,13.115,13.238,13.117,13.053,13.118,13.214,13.308,12.99,13.076,12.76,13.007,13.118,12.781,17.536,14.865,1229000000.0,-3.2355999999999994,0.6,DB
8500.0,8.037,12.621,-0.254,12.362,13.081,12.876,12.723,12.583,12.597,12.547,12.535,12.626,12.566,12.523,12.508,12.486,12.48,12.501,12.507,12.484,12.479,12.483,12.491,13.193,12.909,12.865,12.953,13.093,12.891,12.867,12.957,13.068,13.17,12.794,12.853,12.6,12.81,12.897,12.621,16.849,14.415,1052000000.0,-3.1284,0.6,DB
9000.0,8.036,12.369,-0.313,12.088,12.849,12.683,12.553,12.437,12.485,12.45,12.45,12.502,12.455,12.426,12.423,12.415,12.416,12.44,12.431,12.414,12.415,12.423,12.433,12.918,12.691,12.689,12.801,12.957,12.679,12.692,12.805,12.93,13.041,12.608,12.643,12.447,12.624,12.689,12.469,16.201,14.01,906900000.0,-3.0276,0.6,DB
